x;y
0.66881204;0.6876908
0.70623565;0.6414858
0.6276542;0.73032105
0.085783504;0.48886907
0.7626402;0.5780874
0.54334396;0.5290429
0.48950362;0.5906297
0.41095194;0.4290338
0.55616355;0.484839
0.70469207;0.4989999
0.7192079;0.1785383
0.53637886;0.061113276
0.6558015;0.19833726
0.8409954;0.23747642
0.6090554;0.06818745
0.41596943;0.04424332
0.5262942;0.10388309
0.9320495;0.51950055
0.87324405;0.55203915
0.9682534;0.46677077
0.15009545;0.1898062
0.14002521;0.14671955
0.21598256;0.1792413
0.10789844;0.26042935
0.37152895;0.6074789
0.22729836;0.5271438
0.25083894;0.50312626
0.6085527;0.7995071
0.511143;0.68936855
0.51798826;0.67354715
0.63942575;0.12790155
0.6176873;0.25528464
0.3079557;0.04921478
0.32274717;0.08450636
0.70955807;0.050927453
0.32185635;0.64288205
0.59073174;0.8450162
0.52641886;0.8128419
0.6656267;0.8308388
0.39563268;0.561288
0.1449151;0.48720437
0.27614874;0.4440104
0.72402614;0.8556834
0.7031604;0.8483024
0.582033;0.8989758
0.64064074;0.86553836
0.025584627;0.24130242
0.8795551;0.31674194
0.0;0.23422195
0.07433843;0.2589301
0.8222528;0.1536999
0.62840843;0.035185877
0.30955946;0.5619873
0.28509954;0.53047705
0.22304374;0.3894252
0.31012598;0.17185125
0.25424758;0.10319828
0.5753584;0.9234669
0.88257366;0.29365218
0.816402;0.37883005
0.9358043;0.2764783
0.37427077;0.637212
0.66438174;0.46551287
0.32758003;0.24160348
0.38103557;0.27375436
0.5233018;0.44507796
0.10897499;0.35390648
0.83516574;0.11879769
0.81988186;0.45503488
0.15994583;0.37275606
0.6340662;0.0
0.45229787;0.8253109
0.8644749;0.62072724
0.43210873;0.08663379
0.4178106;0.009853643
0.3143593;0.31009424
0.4029011;0.79990554
0.4144846;0.22388327
0.46763578;0.19255434
0.37450764;0.3426136
0.35842323;0.41076666
0.47372717;0.35298693
0.49663955;0.14070159
0.4363711;0.8477157
0.6555169;0.4550734
0.86180425;0.2132781
0.2594634;0.34981173
0.9706003;0.40384445
1.0;0.40675634
0.7971328;0.49958616
0.7589627;0.3498073
0.80955726;0.52121615
0.56115407;0.29575467
0.5040903;0.28263026
0.6248631;0.29981002
0.18571483;0.2959003
0.060053043;0.5113056
0.95844334;0.2645094
0.6911852;0.32159343
0.074257106;0.4282601
