x;y
0.5664536;0.01597694
0.5096293;0.055826616
0.6292259;0.055632316
0.91748613;0.59275967
0.94751513;0.5015242
0.85530216;0.66063654
0.98124886;0.60096914
0.94675606;0.32997358
0.8982339;0.25290808
0.93265545;0.41059226
0.39391893;0.85671264
0.375244;0.91012496
0.45300817;0.73184234
0.54629743;0.34148067
0.58027464;0.26723373
0.58355933;0.6020629
0.5818552;0.556889
0.66513914;0.58551365
0.5115905;0.6475057
0.9767603;0.24856217
0.21058567;0.35222635
0.20783862;0.43640554
0.68334424;0.44841728
0.13939819;0.31684977
0.13772364;0.60427153
0.09362393;0.64681756
0.24044657;0.6292831
0.08912592;0.4237037
0.71646345;0.70366406
0.49935797;0.8142459
0.3060652;0.5979771
0.18479124;0.51745945
0.92300206;0.18778159
0.95967114;0.14708109
0.65457815;0.0
0.35801458;0.28011236
0.3808129;0.35426578
0.40477502;0.22245757
0.5765989;0.21051437
0.8467549;0.3728159
0.37479058;0.54945755
0.50005543;0.21642838
0.65611494;0.13729335
0.7334664;0.20353524
0.43564698;0.78485197
0.6894907;0.27690548
0.78276914;0.27345863
0.61203754;0.7634372
0.36956313;0.7508013
0.4563466;0.5075037
0.41303238;0.4325632
0.76224947;0.77418613
0.76896125;0.692337
0.0;0.3839735
0.0946927;0.49290007
0.77902496;0.82472354
1.0;0.64901155
0.07702086;0.35492638
0.025584282;0.4720136
