x;y
0.7438778;0.16912809
0.72357494;0.18426299
0.29600605;0.41102996
0.22726685;0.40758997
0.36810434;0.42264336
0.28953823;0.4244895
0.7025642;0.102025546
0.8118598;0.14622751
0.6342687;0.2332579
0.68218225;0.195696
0.73375046;0.26281714
0.5194113;0.049003392
0.55677575;0.0036938603
0.42494172;0.033561297
0.49794132;0.13444786
0.59732115;0.039016236
0.41082263;0.16728146
0.4444718;0.7016014
0.22931603;0.12553598
0.020662338;0.8646333
0.0;0.8629157
0.06824798;0.8642181
0.8704208;0.7419951
0.8286086;0.725063
0.8995004;0.71691525
0.94700074;0.22239892
0.16793194;0.69589096
0.16179629;0.6799652
0.15549642;0.48201913
0.24063967;0.3382855
0.5280044;0.8066049
0.43702832;0.6174166
0.9142513;0.16782382
0.15583175;0.57916206
0.11041991;0.56055826
0.19162866;0.61461663
0.69177;0.056083325
0.658511;0.050296683
0.40037024;0.0
0.4487469;0.008220824
0.3207878;0.07669607
0.17685996;0.8651443
0.13752781;0.85124195
0.19946584;0.85974336
0.47423214;0.364565
0.95632124;0.6422696
0.43586206;0.37262282
0.12745003;0.9298669
0.12926741;0.7719803
0.29013276;0.9293638
0.45468017;0.85829604
0.083478294;0.5753561
0.24664721;0.64560837
0.89695734;0.56055045
0.9532223;0.52483565
0.29214597;0.2033952
0.77430975;0.57660526
0.9219931;0.64107746
0.6948212;0.6723256
0.7445339;0.6780344
0.37855548;0.5022967
0.5447945;0.62703234
0.53482556;0.55841
0.5483337;0.68373424
0.4129202;0.9259179
0.42255017;0.9520788
0.49530092;0.95013404
0.9275724;0.75549585
0.6729263;0.81738126
0.66521126;0.78439534
0.40595603;0.62523395
0.64656085;0.38721752
0.580767;0.45467082
0.7065143;0.3414333
0.10228516;0.7611333
0.7258349;0.5585433
0.29940286;0.9722831
0.30027506;0.9946563
0.5554628;0.21658352
0.05062394;0.5387499
0.08427608;0.28273886
0.08505021;0.22590889
0.6370893;0.5350749
0.5295139;0.52287
0.64719594;0.5383104
0.90093595;0.09801127
0.87637645;0.13114876
0.913198;0.078998215
0.7281674;0.38969642
0.7409753;0.46736443
0.115875885;0.9732516
0.11028234;0.992611
0.54167366;0.7745249
0.54561955;0.7323116
0.13535598;0.18349166
0.9851332;0.50647956
1.0;0.49884972
0.31006995;0.12538165
0.74874383;0.7140675
0.75891596;0.27731872
0.2670383;0.26927242
0.253868;0.16588981
0.04154774;0.5818373
0.05648879;0.21755932
0.16685686;0.13715242
