x;y
0.4250415;0.28064734
0.54230535;0.30882224
0.34532183;0.30884182
0.42931682;0.2275064
0.79647285;0.93188137
0.78349787;0.89695114
0.284;0.35799715
0.442847;0.40454954
0.5266322;0.5139071
0.399467;0.7807184
0.38424122;0.4408401
0.47827095;0.089023806
0.37244198;0.18857901
0.71754813;0.5408583
0.73329675;0.5633954
0.61590797;0.3390347
0.56093276;0.4542398
0.7198343;0.32930914
0.62441653;0.3067129
0.62066215;0.3580704
0.82488114;0.35279125
0.83943266;0.56999284
0.7399789;0.29435858
0.9058783;0.48659232
0.8624235;0.37789717
0.73170584;0.7473137
0.79979426;0.6021696
0.9170093;0.6261525
0.48767906;0.15197882
0.18813893;0.32962683
0.9382382;0.4798907
0.75518566;0.74165624
0.7662226;0.8274607
0.4108908;0.8198454
0.68090194;0.7315596
0.284567;0.44911692
0.12084358;0.37797922
0.16706938;0.29671437
0.21762325;0.8001063
0.24941586;0.47704703
0.2505468;0.80722004
0.29179597;0.7783515
0.122830346;0.7707567
0.028260456;0.60162854
0.0;0.59405243
0.027499123;0.6697988
0.044457365;0.52332497
0.55840564;0.08664746
0.61749184;0.09427539
0.5456388;0.13015515
0.89282507;0.8999734
0.86524606;0.8813171
0.932452;0.7615586
0.92574054;0.6910991
0.91359556;0.8308969
0.44938836;0.9678555
0.4081619;0.9183437
0.44280964;1.0
0.5159253;0.9664238
0.87921846;0.66748446
0.5641691;0.59733194
0.58361846;0.6867177
0.58630747;0.58249325
0.5178025;0.6351015
0.49093074;0.7035759
0.45787933;0.6471587
0.48321584;0.72724617
0.62632275;0.7051922
0.10250922;0.44611287
0.06592853;0.44029036
0.19868071;0.44134718
0.34907115;0.52348447
0.27558085;0.70380527
0.270584;0.6320132
0.027710784;0.7557518
0.058174465;0.72914237
0.007819601;0.7806179
0.000351722;0.80012923
0.47947407;0.55895513
0.590975;0.96827865
0.6001442;0.9243002
0.3812318;0.9367576
0.48767653;0.0
0.48527378;0.029222067
0.5874098;0.84946996
0.30870837;0.09292355
0.2895562;0.08075153
0.34643322;0.11911188
0.78308564;0.47717923
0.6572456;0.9319995
0.8879319;0.3546913
0.40409917;0.08936221
0.22700517;0.51582205
0.21667296;0.53328294
0.83004874;0.41954336
0.6730905;0.96618813
