x;y;z
0.9750119;0.39150462;0.29867154
1.0;0.28096727;0.17714305
0.82773596;0.46770865;0.34806007
0.06488768;0.4809234;0.35092813
0.16891398;0.39452744;0.30643323
0.0;0.4333862;0.24758495
0.99580854;0.16322728;0.30597252
0.9462331;0.1227709;0.14337344
0.8796695;0.35138276;0.08008654
0.6767138;0.36621362;0.30766907
0.71119195;0.20351294;0.26993787
0.7056008;0.41229573;0.11780056
0.52674097;0.39383295;0.1811053
0.630069;0.19930397;0.4737766
0.8008577;0.62822765;0.2950734
0.41258866;0.5448107;0.1918063
0.40642053;0.21186543;0.21681707
0.24704485;0.5351223;0.23910187
0.86810243;0.046763428;0.2792446
0.7323212;0.5694367;0.07891888
0.6884525;0.6919642;0.18350214
0.77783555;0.66916496;0.0
0.37768048;0.019114835;0.42435825
0.41796896;0.03326736;0.5728522
0.4582836;0.1864479;0.59235847
0.2826774;0.23440297;0.5565252
0.45619172;0.12805071;0.7325478
0.29235864;0.12152362;0.25614128
0.18220454;0.3007581;0.71024036
0.17435965;0.19023982;0.6428475
0.69558966;0.05938707;0.3382175
0.19381613;0.2395938;0.38310578
0.23673993;0.02167723;0.06470848
0.25130418;0.0;0.18737315
0.5508306;0.19827421;0.7794528
0.5187037;0.019597113;0.22947554
0.51798755;0.68050647;0.17942142
0.35175723;0.62449706;0.08854691
