x;y;z
0.10737832;0.6461963;0.6962998
0.0;0.6245628;0.61469215
0.16653077;0.66193396;0.5576639
0.32032955;0.63649815;0.5123948
0.13977788;0.79413974;0.6025146
0.60948;0.6395184;0.28741816
0.35331443;0.68334997;0.32473668
0.7750619;0.6551315;0.29631472
0.3049202;0.38221705;0.6070693
0.4232423;0.17145418;0.5749052
0.47283804;0.79798406;0.48291552
0.33514068;0.50063604;0.4067621
0.35549057;0.5318897;0.2408862
0.5640689;0.07093385;0.4974898
0.42083293;0.24401361;0.44960696
0.645554;0.81095254;0.2908049
0.55982494;0.7348183;0.605516
0.3613479;0.6172212;0.07507
0.5040798;0.5957944;0.0
0.26671875;0.40794122;0.13698259
0.4911423;0.3571619;0.3286732
0.5270615;0.0;0.359475
0.7364379;0.11198035;0.4586769
0.4558292;0.4108994;0.021654237
0.5920981;0.74248946;0.08485642
0.5851357;0.84568375;0.6738715
0.557958;0.57242143;0.5910642
0.45477316;0.036789577;0.22755283
0.39188024;0.31814668;0.19138217
0.6680294;0.44699913;0.532308
0.39514855;0.15944213;0.1479311
0.8540053;0.24620855;0.39267635
0.8667452;0.45921874;0.3581618
0.8974382;0.2913527;0.53503674
0.8445777;0.4506486;0.52607507
1.0;0.47206074;0.52470237
0.983456;0.49129742;0.6585265
