x;y;z
0.08296753;0.31957904;0.38315782
0.119099624;0.27674463;0.48965037
0.14649148;0.20566839;0.2918463
0.1755504;0.43843117;0.3661363
0.039116703;0.27890888;0.18214904
0.09451235;0.4261922;0.14108053
0.0;0.15499818;0.16614702
0.0648015;0.24016106;0.039884698
0.24719629;0.47257143;0.22727656
0.36147276;0.56730103;0.18946902
0.30869597;0.48897228;0.051516064
0.41576177;0.47854054;0.35824114
0.27084023;0.31005138;0.14801484
0.48562685;0.48244703;0.0974069
0.650407;0.52523714;0.06950715
0.55058736;0.29374522;0.21852677
0.1649005;0.43232736;0.0
0.77785283;0.5594312;0.15814367
0.7154065;0.5509363;0.29918572
0.7849583;0.6834218;0.14905018
0.90632457;0.5095937;0.13154124
0.59319144;0.42633897;0.3489625
0.67119163;0.3737258;0.46772173
0.19406858;0.29041088;0.0063789436
0.34443006;0.20770383;0.2306685
0.6012626;0.15593177;0.19275509
0.6393423;0.36026347;0.0962786
0.6936049;0.14873493;0.28095904
0.76670647;0.26435035;0.48094574
0.7977677;0.15958178;0.39541325
0.9197918;0.19499904;0.32108223
0.9838284;0.080589406;0.30231887
0.9950465;0.27470136;0.22860408
0.8288118;0.112441435;0.2088684
0.88284945;0.0;0.25014746
0.9972899;0.41577306;0.19094352
1.0;0.5826606;0.031924784
0.9951306;0.6016545;0.15669967
0.10016914;0.51721025;0.42744482
