x;y;z
0.80096847;0.6081967;0.31745332
0.7304029;0.7668999;0.35878322
0.8460299;0.4971461;0.16812836
0.6889498;0.51382625;0.426424
0.79752356;0.35233906;0.4129134
0.62617385;0.6934725;0.15427677
0.84367234;0.70868564;0.5419928
0.59375274;0.74109507;0.0
0.622124;0.8779885;0.023891293
0.41722652;0.6505652;0.1704033
0.32912713;0.5373265;0.31312326
0.5602216;0.7469117;0.4791948
0.4651952;0.59002125;0.62331975
0.5986541;0.6435048;0.7509717
0.71467674;0.78391904;0.7170202
0.522341;0.855858;0.73342264
0.59753966;0.99201924;0.775728
0.38896284;0.76538855;0.60477316
0.5513795;0.94313735;0.90857023
0.15303026;0.5165785;0.40701273
0.14313659;0.45540914;0.5742045
0.017445013;0.5017921;0.6702752
0.25493044;0.5546871;0.6792055
0.13952944;0.3044747;0.6669165
0.2886486;0.22182088;0.66541547
0.0;0.38503662;0.51900953
0.47772396;0.30845737;0.30199102
0.5963225;0.29298484;0.13447635
0.5576593;0.1119392;0.28373247
0.5672295;0.3770574;0.5057759
0.8042572;0.30955163;0.12648413
0.8325207;0.21194968;0.28298393
0.7273461;0.07525961;0.22150455
0.7647104;0.0;0.3486437
0.45731765;0.25381154;0.6214346
1.0;0.5030319;0.15341532
