x;y
0.09945646205936028;0.6159496104935177
0.19891292411872044;0.5926360845611596
0.5465679780029771;0.6363056378643114
0.5465679780029771;0.6363056378643114
0.44542659071054064;0.526332684823491
0.09945646205936028;0.6159496104935177
0.2983693861780806;0.5693225586288017
0.20963343933470693;0.47995048454404854
0.44542659071054064;0.526332684823491
0.6794168726416505;0.7169296612336514
0.6794168726416505;0.7169296612336514
0.49960996189954143;0.5214221891610816
0.0;0.6392631364258757
0.39782584823744077;0.5460090326964436
0.4483359601560441;0.3436429730441978
0.6886485161451239;0.6631422975530997
0.5822898668730369;0.4629598631498975
0.5395051091978341;0.44644962667279675
0.4776222562611108;0.22408166444851327
0.5323924709470844;0.29348272873008985
0.5765413925427387;0.6006333705593352
0.6794168726416505;0.7169296612336514
0.7765456830982701;0.6948894529042974
0.39124321952153995;0.5312431804859001
0.5395051091978341;0.44644962667279675
0.39124321952153995;0.5312431804859001
0.5871626856330581;0.3628837930116663
0.8647642132362484;0.6593567099674037
0.5871857656678554;0.6204492428003705
0.9383783186363386;0.3040776844893748
0.7627705021346983;0.33348073875052053
1.0;0.4888819516233289
0.4725999949899684;0.4415433945797047
0.6099829926954512;0.5776077785213505
0.9895085403559521;0.6328208416025688
0.743474613703789;0.5236720053145081
0.4434203022926323;0.46032610413840364
0.5782754853492141;0.606956708192831
0.3561522160676421;0.3962094196843422
