x;y;z
0.62916034;0.5699952;0.59254676
0.60361224;0.5557123;0.45062643
0.7136431;0.46963006;0.71468085
0.31745616;0.5964374;0.81059515
0.56675136;0.60520685;0.6106275
0.73809016;0.6722904;0.48100024
0.7690869;0.45861328;0.60530645
0.8183709;0.44388032;0.49988735
0.2609564;0.73841673;0.38203153
0.6018936;0.3791612;0.90920824
0.6259202;0.29760095;0.88158804
0.58524656;0.47392356;0.90299994
0.24154964;0.71712834;0.32867658
0.3681046;0.75091624;0.31467074
0.2160774;0.75844693;0.29568285
0.123338826;0.6737475;0.40936917
0.31567526;0.69639146;0.27322787
0.7800179;0.339941;0.43990794
0.7121124;0.26148582;0.4823208
0.81532407;0.43687105;0.42058563
0.46099237;0.83471054;0.38169873
0.47506157;0.8608394;0.49420682
0.5515892;0.8328839;0.3381764
0.516393;0.6407288;0.6463833
0.65135765;0.24079433;0.75155264
0.642795;0.25235608;0.8242852
0.64781547;0.27158925;0.66494656
0.7805159;0.8307266;0.30465856
0.75906104;0.7996571;0.3138106
0.677457;0.2284077;0.38966042
0.71060526;0.53642476;0.9383016
0.7378843;0.5523359;0.98296994
0.74912626;0.51383764;0.8516192
0.6231914;0.53710854;0.95591265
0.06417704;0.67524886;0.37322485
0.02388941;0.6835369;0.34476954
0.39164588;0.6103183;0.23778091
0.5056337;0.66493225;0.27111688
0.34546506;0.37889627;0.2538065
0.6207;0.80751723;0.25893164
0.6121255;0.7734106;0.300183
0.7766508;0.7048914;0.39502928
0.8267646;0.63064414;0.3919863
0.71609354;0.76602834;0.33170334
0.17224808;0.71039915;0.715883
0.18195751;0.6896337;0.6766369
0.12562342;0.56622344;0.43596008
0.32008424;0.23359978;0.59905976
0.44225743;0.24915788;0.2274449
0.3699718;0.20717776;0.27265286
0.41005558;0.3313203;0.20047778
0.5392623;0.24605905;0.21408518
0.42272088;0.3114992;0.1127533
0.49512213;0.30486345;0.09610862
0.39740402;0.29289073;0.058394644
0.5796293;0.54164165;0.3128739
0.44967765;0.18210147;0.6431673
0.44895208;0.11303994;0.6643001
0.28056514;0.20204511;0.35002062
0.21049294;0.27580392;0.46174517
0.47113314;0.66619396;0.9392541
0.55849165;0.6067851;0.9701657
0.39716932;0.68178475;0.87496614
0.7694364;0.5610228;1.0
0.056626886;0.7596337;0.652932
0.09951942;0.7240105;0.6141596
0.63891333;0.5150277;0.791779
0.78868127;0.45540935;0.7319353
0.40236965;0.2908067;0.006640356
0.54932886;0.3063711;0.13970412
0.60965765;0.22258714;0.28647253
0.555606;0.40898812;0.12368976
0.37812316;0.53555936;0.8681073
0.49122843;0.48243243;0.9067291
0.44120443;0.73630214;0.25740328
0.4392007;0.0;0.6865725
0.4475524;0.028581822;0.69747126
0.08470732;0.7082731;0.5134253
0.4461828;0.06190034;0.6732317
0.66139483;0.22080815;0.8505513
0.42550433;0.6722719;0.33522743
0.28276563;0.3165346;0.3625356
0.600048;0.632385;0.7570684
0.54140306;0.7113041;0.70048565
0.46537527;0.7946209;0.7697726
0.5010665;0.79567635;0.69638014
0.42878607;0.75483286;0.8370234
0.7677967;0.45623443;0.36241102
0.84278804;0.5275472;0.40115327
0.31556067;0.21576944;0.50886166
0.23237851;0.27631345;0.40071833
0.48405224;0.4255148;0.24881825
0.3057091;0.2934542;0.5637297
0.23920722;0.26645625;0.6430351
0.16640365;0.29220125;0.5502711
0.18821315;0.32260248;0.64860404
0.0832183;0.7789473;0.5963717
0.6789631;0.4946221;0.3230789
0.48929685;0.84333014;0.61357373
0.26708132;0.333667;0.51168174
0.2572093;0.4975031;0.7716241
0.26437292;0.60284084;0.8616326
0.0;0.6728646;0.32524523
0.361013;0.2863729;0.0
0.04237045;0.7069056;0.6152557
0.23497792;0.6055496;0.8916037
0.8306561;0.44809836;0.73719746
