x;y;z
0.2838148530610845;0.5009843248967526;0.5556741317936347
0.3512591970791005;0.6194933037461429;0.7300619676899646
0.3086610728610282;0.5047383567294464;0.5340854452667663
0.3082291704588396;0.6182330675051696;0.620968562111303
0.7798151372012455;0.6181093566037327;0.6343799298019632
0.9106382287580126;0.5512658274785508;0.6273774774267867
0.8863936557516789;0.5580057703759537;0.581285207040892
0.633740315470576;0.702621983712029;0.6799831432511394
0.30393601802766956;0.8080246202926914;0.640822835731342
0.42770074788318874;0.8364911368471494;0.7085205558348568
0.29566840193186145;0.678375911977324;0.5050947854639851
0.8251823412224885;0.5547064587219656;0.5650636858636157
0.7648264581809114;0.5110653390360563;0.5494146159945277
0.6878281330379993;0.6034554703319566;0.5751027478097233
0.0;0.40214250060712103;0.5014534854335968
0.10288702428700937;0.43634111931456276;0.5123308053779867
0.5460032761610847;0.446420110186661;0.5202572263449803
0.48945841271725216;0.5019930335590391;0.5753949442885588
0.5661099751836444;0.41668111445408224;0.504241499505293
0.6348196129955529;0.4162736145137382;0.4215196132858237
0.5768762111842546;0.8102209213250026;0.6910679117113873
0.38035893247039093;0.8142893215297958;0.7768347270559834
0.5950747102076988;0.22283648737382286;0.6935697818908907
0.5791817727956886;0.26629171808564545;0.6757880671332884
0.0;0.40214250060712103;0.5014534854335968
0.7661472586951054;0.45117435766229386;0.6473165986860078
0.6414359008173891;0.43075210996309027;0.6928180140857245
0.6371584852808057;0.6537137671102065;0.2698206037102051
0.6066653011505393;0.6394517475598116;0.32536494533598553
0.667651669411072;0.6679757866606013;0.2142762620844249
0.6981448535413382;0.6822378062109962;0.15873192045864454
0.667651669411072;0.6679757866606013;0.2142762620844249
0.684894945604203;0.3094211960047684;0.58593894742344
0.5498069585966976;0.4675819543892761;0.7154581643582439
0.6432750984102752;0.36170782682855074;0.5791351504963295
0.12505745731407422;0.4267080743830351;0.5160459707904651
0.17095836120081292;0.44621564496963806;0.5205558394095404
0.5674699887852294;0.8642413923309067;0.5035973238971508
0.5002074955404895;0.7608378032467564;0.6705364945445069
0.4785209456091622;0.9168128620313318;0.4349539627974994
0.6590916372840413;0.5530713489003443;0.79149516538984
0.624240135153718;0.5619466701557675;0.742716037794561
0.7244917566915534;0.35141384972221307;0.7655426332795732
0.6829638287544714;0.3910829798426516;0.7291803236826488
0.7050515662818014;0.6783061617406098;0.7625832583339178
0.6008221602626943;0.6592025725506072;0.6927130412157085
0.2627601689742897;0.48523078614284365;0.529575576647691
0.21685926508755107;0.4657232155562408;0.5250657080286156
0.5473958979716684;0.3532021795092902;0.6402246376180838
0.5632888353836786;0.30974694879746784;0.658006352375686
0.5998235809823217;0.33968325286845563;0.6397095881878594
0.494953168506116;0.42056307373744994;0.5560920772711291
0.92451212878892;0.7414185658699864;0.4468528187910337
0.7446816662126293;0.8291140918609483;0.5568773841481445
0.9953839063404374;0.7776385104020009;0.42012568814576834
0.9971036604575438;0.6590959542951178;0.48178076820281823
0.425906612281791;0.6380962149918674;0.464558863143675
0.32868331752713403;0.7358323781860595;0.3865158539497975
0.415853543257523;0.6495289892946434;0.4509124482484606
0.41800099409073643;0.523832357000822;0.5574104994357042
0.428795723460111;0.7829268453112347;0.5186990808999115
0.4813969517088973;1.004382789751586;0.405020717836544
0.4966624552936744;0.4494201219740766;0.6285842596784332
0.6366946911527912;0.5083112390806107;0.6392951940027057
0.6743532845456492;0.7456167958692873;0.7498520442806247
0.6743532845456492;0.7456167958692873;0.7498520442806247
0.0;0.40214250060712103;0.5014534854335968
0.4796027956119747;0.5599472237431006;0.7591455041826317
0.6393289314157958;0.3582420484831843;0.5623929804288111
0.908455401618071;0.5258874173959713;0.5292435017450079
1.0;0.5293376300367817;0.6480439130045221
0.34965694196257685;0.7144856921896937;0.6317630150280917
0.9664623170951717;0.5421735254902533;0.5793959606985615
0.8048525989331995;0.46816608435913365;0.48801804087379375
0.726028569256817;0.6042494816592725;0.5810148898405373
0.7244917566915534;0.35141384972221307;0.7655426332795732
0.5862166742062042;0.3869421187215035;0.48822577266560585
0.566623409044666;0.4065530938822795;0.6114731454821265
0.47860218590228915;0.9560755735373455;0.6765286887841611
0.605421983751629;1.036459498174269;0.7542968000113945
0.5688939282542455;0.6323599296824309;0.780569481908426
0.5529736536232233;0.6264044032841454;0.7406031556410763
0.5099153264399718;0.8210097613801743;0.7413281566972549
0.4256836664370218;0.7100032655927435;0.6538439151359344
0.7205744675560822;0.3491439189553527;0.6877677806569222
0.8411177278628169;0.34719590470207795;0.518504907793625
0.4617836055173411;0.5977628706075999;0.6869731645165625
0.41210599960128813;0.39938019373010547;0.5867401021963271
0.5983680224483059;0.9380200501041297;0.7109079257439426
0.7278877031160007;0.5782113040155608;0.301489718427773
0.7836810891257394;0.4529580821529053;0.3981463207115603
0.6721727100055448;0.35671478155013736;0.4357557560008338
0.7244571048073619;0.5629567334183773;0.5979482164524724
0.624686441028963;0.8011419208998622;0.7043320841856987
0.5338134988097699;0.6453512038789893;0.6194938015126823
0.5639784340422426;0.4109771907735358;0.5262065625611927
0.7167895319564487;0.5916847596635362;0.5080096718989121
0.45339011344072483;0.7424657452683565;0.33990942916162853
0.20577404857401874;0.4705397380220046;0.5232081253223764
0.9118181135643543;0.2923336393417694;0.5124073276723277
0.7599979605327946;0.4153106732756677;0.5126888923932614
0.602843357466141;0.9166313239982702;0.5943475563444608
0.6371584852808057;0.6537137671102065;0.2698206037102051
0.6063233732287636;0.35720312298892476;0.4722100458259186
