x;y
0.6750238655128759;0.9018398069895767
0.7540570094435692;1.0184252908454066
0.624864520613147;0.7645217376530048
0.5370728787056923;0.6240445956453535
0.7473928073627616;0.8486194552714849
0.20931599807237844;0.48602234660025745
0.47381801166693166;0.6302405887460223
0.14546959668244636;0.4251974949603543
0.655437953253173;0.5985602584568326
0.6494050253910257;0.2682498127854663
0.34948934675822174;0.642384092354099
0.5343292217676285;0.5434952346216162
0.476392427595523;0.5207897044286788
0.6577319444597891;0.12298817907929287
0.5949733939424839;0.2798399082288966
0.191055720790901;0.6006290109736216
0.27095219746387145;0.6032034166310245
0.3968027755814153;0.7423606055687236
0.2910961582484611;0.7769051526253286
0.733928673298613;0.48282346331766957
0.5068298318952158;0.351994796141785
0.7971374955424151;0.12057241064284693
0.5096768169366526;0.018425290845406693
0.7147903326141438;0.514522115265303
0.2115070652394068;0.7191212913724179
0.066335540765894;0.7009202953926505
0.3837359593407276;0.4602113716570222
0.8437773245566218;0.2260358663586245
0.6173511325271136;0.4538597582820781
0.3693017457898947;0.31744765025666616
0.7853333064358881;0.3660150296614246
0.33099305157631936;0.052605797397685575
0.20890489557144065;0.24260263022640705
0.2768063966956977;0.0789864547808523
0.25109352836572457;0.2307494419641733
0.11418800089938243;0.15143493514846043
0.0;0.06972666018693348
