x;y
0.18103269;0.7366042
0.13083573;0.7871685
0.24214606;0.66414887
0.11158641;0.8395437
0.15368263;0.8812562
0.0600348;0.8105558
0.08815055;0.87119806
0.66398436;0.10005372
0.6957652;0.9103283
0.60895723;0.043128908
0.8540161;0.5921564
0.64113444;0.17044331
0.70722526;0.06483908
0.20553261;0.8992873
0.2603617;0.889685
0.64455736;0.91709256
0.71060884;0.8256563
0.65218866;0.9713878
0.616797;0.8980889
0.55786675;0.92994535
0.8754823;0.28981492
0.8280598;0.32152787
0.8612094;0.35113463
0.8899916;0.41064918
0.7471099;0.26534662
0.7828019;0.79090893
0.84429896;0.7406576
0.5447777;0.680581
0.48965797;0.89395016
0.5363453;0.95594466
0.49466863;0.026355803
0.54932046;0.019865122
0.44990516;0.06947343
0.484092;0.0
0.3080479;0.6555437
0.018912915;0.5126752
0.37797958;0.66073847
0.33574814;0.54592276
0.38041407;0.75959575
0.40937874;0.64398235
0.92335856;0.41575488
0.034764353;0.39166805
0.0;0.38686725
0.04420005;0.46870446
0.10643169;0.33540154
0.1443666;0.2720159
0.4764149;0.6523109
0.22487837;0.42152402
0.06950739;0.3130605
0.12397456;0.50806236
0.101032816;0.55669326
0.17826672;0.57459885
0.16794239;0.49324828
0.058690727;0.7388479
0.09040667;0.7555461
0.3447832;0.36936805
0.44893825;0.23584333
0.24395694;0.48085365
0.27526122;0.2675994
0.28221107;0.532377
0.24570335;0.37403068
0.5864983;0.23866297
0.6603677;0.2400918
0.5156071;0.23202701
0.7002955;0.7407919
0.6811107;0.75355595
0.68583393;0.67953223
0.75025904;0.49202195
0.79326105;0.5304652
0.5197121;0.54595673
0.7439814;0.4279043
0.86383045;0.47796828
0.65494114;0.48084852
0.45201993;0.43229362
0.6436791;0.5036547
0.6339952;0.42727974
0.47918615;0.35236874
0.5571668;0.43831077
0.3836717;0.27310744
0.40147644;0.21137866
0.45995513;0.7169944
0.4527693;0.6874568
0.71628493;0.38622257
0.83968425;0.2886873
0.29497465;0.43888184
0.8696512;0.67571086
0.66472596;1.0
0.12370345;0.2271331
0.20348391;0.2472669
0.37321705;0.17335244
0.35549405;0.15586624
0.7269357;0.6350897
0.76470083;0.5837606
0.34029868;0.4895129
0.7296377;0.050677065
