x;y;z
0.4885344;0.5340094;0.018240796
0.41685563;0.45917737;0.070936084
0.5732904;0.59839857;0.06923307
0.8859969;0.24986811;0.4715611
0.9352351;0.35593116;0.4158913
0.7937505;0.16484144;0.5015411
0.9522197;0.19570889;0.41605988
0.9354844;0.58525985;0.4425058
0.8524205;0.6750003;0.48594698
0.9195137;0.47923625;0.37719277
0.20609657;0.20647275;0.22065184
0.14328349;0.15652053;0.18285857
0.30418256;0.26073295;0.32356495
0.37021512;0.40573892;0.18594018
0.45970607;0.5599437;0.2552578
0.46773547;0.27438754;0.54336876
0.4284657;0.19713992;0.5836401
0.56240225;0.28449652;0.63780993
0.3888544;0.34049228;0.40053695
0.91408;0.74175125;0.42917955
0.40863276;0.6811522;0.83287156
0.28792498;0.62648517;0.86510825
0.62543267;0.54000986;0.6577619
0.3284312;0.77952945;0.80638695
0.09148259;0.57203424;0.6077487
0.0;0.5669856;0.5852537
0.13856694;0.42981318;0.6218845
0.17142566;0.7035074;0.6172193
0.64764786;0.1523856;0.5349498
0.19772467;0.2954444;0.32839826
0.19132818;0.35493115;0.71423304
0.16778232;0.57016045;0.79202634
0.9373683;0.701434;0.5529294
0.90320605;0.7796418;0.58482623
0.55800307;0.6591868;0.0
0.30694017;0.6964743;0.48952734
0.36423048;0.61195934;0.563329
0.31727853;0.7375361;0.3784947
0.47612694;0.62546307;0.35231695
0.8225693;0.5296385;0.294361
0.30944926;0.32525182;0.75775486
0.40212944;0.687449;0.28236222
0.5993589;0.6443547;0.19038585
0.6940741;0.6063944;0.28067216
0.24741268;0.16203387;0.3629125
0.60364425;0.6896074;0.41049916
0.72276205;0.6563687;0.45588917
0.47985032;0.13204183;0.38098243
0.34215516;0.18929046;0.24663465
0.4460071;0.3373126;0.7320621
0.42259663;0.45149052;0.69478124
0.6881423;0.07753168;0.6112725
0.6604607;0.066156775;0.47558725
0.10609226;0.7810033;0.59028184
0.121284716;0.68371135;0.7462136
0.66469556;0.0;0.6418126
1.0;0.1929943;0.49397185
0.23030236;0.8030019;0.71444905
0.155767;0.7820336;0.80021447
